World Rank,National Rank,Name,Image URLs,Affiliation,Country,D-Index,Citations,Publications
1215,16,Ivan Laptev,https://s.research.com/images/ceb4a16d8499021245cd0ff71857c701ce4dd64e-65x65.jpeg,French Institute for Research in Computer Science and Automation - INRIA,France,75,44957,187
1216,34,Pierre Vandergheynst,https://s.research.com/images/eae90e615d75bb6f5429f4beb41df3a44a735388-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,75,39507,454
1217,665,Marti A. Hearst,https://s.research.com/images/92a38682e4ec8afa62ceb4f29f9abe3f26b56c7f-65x65.jpeg,"University of California, Berkeley",United States,75,39278,251
1218,17,Paul Suetens,https://s.research.com/images/d23a0322f3df0326f5f3ee19ded54b3b992fcf5d-65x65.jpeg,KU Leuven,Belgium,75,38601,565
1219,22,Lior Wolf,https://s.research.com/images/d5f22c53209d68c8cb1c3b6b0892d06809222a28-65x65.jpeg,Tel Aviv University,Israel,75,34102,378
1220,51,Benjamin Blankertz,https://s.research.com/images/6181abb758b6bcae12b89c979fc78095214cddf3-65x65.jpeg,Technical University of Berlin,Germany,75,29896,226
1221,35,Jan Camenisch,https://s.research.com/images/2049a1bd43f0ebae3795b2d9f6e8d83feeb28add-65x65.jpeg,DFINITY,Switzerland,75,29810,310
1222,72,Graham Cormode,https://s.research.com/images/a4da013048c9aa7384ad2d4f63de190f7631076d-65x65.jpeg,University of Warwick,United Kingdom,75,29205,323
1223,666,Albert Greenberg,https://s.research.com/images/33650bfa64c30740f50058ae7bb8b39807c85935-65x65.jpeg,Microsoft (United States),United States,75,28840,178
1224,667,Caiming Xiong,https://s.research.com/images/6551a1475cae1e10a9acb3174b76ac78e24d8c1b-65x65.jpeg,Salesforce (United States),United States,75,28398,278
1225,28,Ivor W. Tsang,https://s.research.com/images/7efdd18a37586c3502eff35e3f2fcb6f20f78c19-65x65.jpeg,University of Technology Sydney,Australia,75,28372,377
1226,21,Tony Q. S. Quek,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Singapore University of Technology and Design,Singapore,75,28296,798
1227,17,Xavier Pennec,https://s.research.com/images/765c230cc81902abd5690929de86712ac14548de-65x65.jpeg,French Institute for Research in Computer Science and Automation - INRIA,France,75,27737,376
1228,668,Jeff A. Bilmes,https://s.research.com/images/60819b934ab5d48eea6ac16911cdda62b47d9343-65x65.jpeg,University of Washington,United States,75,27713,365
1229,73,Danilo P. Mandic,https://s.research.com/images/8f61a5e749f2f08086fa5c93384bf3eb15905c74-65x65.jpeg,Imperial College London,United Kingdom,75,26979,721
1230,669,Shinji Watanabe,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Carnegie Mellon University,United States,75,26760,547
1231,4,Janusz Kacprzyk,https://s.research.com/images/945ab04bec6a62478ea2ca542bb31d67c4bc94ac-65x65.jpeg,Systems Research Institute,Poland,75,26253,677
1232,670,Anthony Stentz,https://s.research.com/images/0a70d4e81fd6a98b07e4b7e9eb19d25202df871c-65x65.jpeg,Carnegie Mellon University,United States,75,25352,266
1233,671,Nimrod Megiddo,https://s.research.com/images/569fa88dd5a6f88c754a099c51786d44a59c078d-65x65.png,IBM (United States),United States,75,25283,249
1234,672,Craig Boutilier,https://s.research.com/images/7a516c9da5080411435b446801a69c8d8559bbdb-65x65.jpeg,Google (United States),United States,75,25166,271
1235,154,Cheng-Lin Liu,https://s.research.com/images/d0f318d5b5cafc33a7bc1b64077e121c34676f2c-65x65.jpeg,Chinese Academy of Sciences,China,75,25163,438
1236,39,Jiangchuan Liu,https://s.research.com/images/6a6c5e8b9151015d32de434ebcd3d798883ebdfa-65x65.png,Simon Fraser University,Canada,75,25126,608
1237,673,David Kotz,https://s.research.com/images/e90ba9777b1424182e99dbd9b2363e79c77d1c77-65x65.jpeg,Dartmouth College,United States,75,24893,348
1238,29,Holger R. Maier,https://s.research.com/images/a7a49bcf16b6c60fa91707ac129b7b14d998fbd1-65x65.jpeg,University of Adelaide,Australia,75,24888,296
1239,155,Ting Liu,https://s.research.com/images/55baa95fffc9823be28538c69b4828acd2c5d633-65x65.jpeg,Harbin Institute of Technology,China,75,24620,464
1240,30,Svetha Venkatesh,https://s.research.com/images/a2e164ed0bf34c920a429b6367685b6e8646d494-65x65.jpeg,Deakin University,Australia,75,24451,797
1241,22,Andrew Y. C. Nee,https://s.research.com/images/b99c631a573050e8fb5c73782ad27fb3bea1fef0-65x65.jpeg,National University of Singapore,Singapore,75,24245,442
1242,23,Haim J. Wolfson,https://s.research.com/images/5932acb5b82a3804fe24806a221f705970eb18cb-65x65.jpeg,Tel Aviv University,Israel,75,24244,167
1243,31,Geoffrey I. Webb,https://s.research.com/images/5a563efdea1c13e015ee8b7ef43f277396a62587-65x65.jpeg,Monash University,Australia,75,23912,337
1244,74,Kai-Kit Wong,https://s.research.com/images/09ad5a988a173f32a57c655b57f9ae42ea4a46e5-65x65.jpeg,University College London,United Kingdom,75,23596,617
1245,75,Mark Girolami,https://s.research.com/images/d5da7af04f6b11895c038da986fb384697e22f4d-65x65.jpeg,University of Cambridge,United Kingdom,75,23426,345
1246,674,James Allan,https://s.research.com/images/95b11cdcb3f7abab949859080e8a5c73535bc165-65x65.jpeg,University of Massachusetts Amherst,United States,75,23355,320
1247,40,Octavia A. Dobre,https://s.research.com/images/fd50ef15a092ee65962c197889663970473f8592-65x65.jpeg,Memorial University of Newfoundland,Canada,75,22900,684
1248,675,Jacob O. Wobbrock,https://s.research.com/images/217ed99f8882d484f34897f058a929a004d0074f-65x65.jpeg,University of Washington,United States,75,22776,232
1249,676,Marcel van Os,https://s.research.com/images/dca2b179946c5a0adb0acab661f91ecc86f98552-65x65.jpeg,Apple (United States),United States,75,22497,212
1250,677,Heng Huang,https://s.research.com/images/b968fac1c97e4bda9f32b786394e6b1ed810a41e-65x65.jpeg,University of Pittsburgh,United States,75,22174,470
1251,18,Bart Baesens,https://s.research.com/images/c359d79e33429313fecbdb15f789d92db69e52e5-65x65.jpeg,KU Leuven,Belgium,75,21945,424
1252,156,Xueqi Cheng,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Chinese Academy of Sciences,China,75,21924,583
1253,2,Mohamed Abd Elaziz,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Zagazig University,Egypt,75,21673,260
1254,9,Mario Piattini,https://s.research.com/images/6c6da973a86cec5cee55ca291246682ebf8539ed-65x65.jpeg,University of Castilla-La Mancha,Spain,75,21242,918
1255,678,Albert Rizzo,https://s.research.com/images/0d5e104939b13289665928a09196ab7918ecb612-65x65.jpeg,University of Southern California,United States,75,20646,302
1256,76,Enrico Motta,https://s.research.com/images/d334c31277af20ac3c93c16dedede12f65bcbf55-65x65.jpeg,The Open University,United Kingdom,75,20498,431
1257,157,Hujun Bao,https://s.research.com/images/6cdfac251f3e477e58b51e9e8aaa44f5a893ec8b-65x65.jpeg,Zhejiang University,China,75,20275,424
1258,32,Xiangyu Wang,https://s.research.com/images/2bb69dc9b390e27d065661ce2730edd2453d2971-65x65.png,Curtin University,Australia,75,19660,401
1259,158,Qingquan Li,https://s.research.com/images/5211685064cbab39bfaa389b638bb38225f2cc3e-65x65.jpeg,Shenzhen University,China,75,19413,429
1260,679,P. Sadayappan,https://s.research.com/images/bca21f4d6f6bc47a596ceb16a663f28482c0197c-65x65.jpeg,University of Utah,United States,75,19369,442
1261,7,Takeo Igarashi,https://s.research.com/images/b759a3af545b8f5f8d4cb4e1f92d1c32e97cc11c-65x65.jpeg,University of Tokyo,Japan,75,19261,515
1262,680,Dimitri Kanevsky,https://s.research.com/images/2f511c5e8f34bed111f37c09b5c842e7ccca3b08-65x65.jpeg,Google (United States),United States,75,18907,334
1263,159,Feifei Gao,https://s.research.com/images/6d879080112175c48841caf3396176bcd4ded29c-65x65.jpeg,Tsinghua University,China,75,18600,518
1264,41,Jonathan Li,https://s.research.com/images/90a9c3c82b5717c503eb43dcfaa6d86ba52802e6-65x65.jpeg,University of Waterloo,Canada,75,18354,511
1265,681,Cédric Fournet,https://s.research.com/images/b5be503e55203fc5cc8d53c4d79695c1f726df12-65x65.jpeg,Microsoft (United States),United States,75,18341,183
1266,42,Septimiu E. Salcudean,https://s.research.com/images/063bd98a4c476cac7fbc0b084b14d5e42be91deb-65x65.jpeg,University of British Columbia,Canada,75,18044,396
1267,15,Fabio Babiloni,https://s.research.com/images/a2d27792582ee3aec6470f85f1950fd2cbe7906e-65x65.jpeg,Sapienza University of Rome,Italy,75,17590,383
1268,5,Tanzila Saba,https://s.research.com/images/3ec2c4dbb6a4b2365629be873c8ed850c076323e-65x65.jpeg,Prince Sultan University,Saudi Arabia,75,17147,405
1269,33,Jinjun Chen,https://s.research.com/images/d644f1a8b68aa41d1b819f06dff453275bf0fbd1-65x65.jpeg,Swinburne University of Technology,Australia,75,16840,351
1270,6,Ghulam Muhammad,https://s.research.com/images/65ddd1c7711f8fa90ffcffa08a63846cd1d10b05-65x65.jpeg,King Saud University,Saudi Arabia,75,16603,287
1271,682,Ingrid Daubechies,https://s.research.com/images/5db86f079ee144e568fb5c1eb1653f2b6955316d-65x65.jpeg,Duke University,United States,74,100305,237
1272,683,Robert M. Haralick,https://s.research.com/images/94670441f7189041da8f6cc81258dc9009c93c18-65x65.jpeg,City University of New York,United States,74,69163,503
1273,684,Yoram Singer,https://s.research.com/images/12d9ea7e59ef9454ff94f0cd270f0cdbcfc393b6-65x65.png,Princeton University,United States,74,65676,162
1274,685,Peter W. Shor,https://s.research.com/images/f28671f998cb053518d6f93ffea1b4a5abc0d8fd-65x65.jpeg,MIT,United States,74,60587,183
1275,43,Richard S. Zemel,https://s.research.com/images/97f1a6a449b09906c20dd2584065f88069151b8d-65x65.jpeg,University of Toronto,Canada,74,54851,236
1276,686,David J. Kriegman,https://s.research.com/images/3867f8df0a2f3aecd4f14dee1f53d74355ea5436-65x65.jpeg,"University of California, San Diego",United States,74,54643,215
1277,687,Daniel P. Huttenlocher,https://s.research.com/images/9bb814ed8c930bcbfc050add878a6a22e1a2a33f-65x65.jpeg,MIT,United States,74,49212,159
1278,11,Arnold W. M. Smeulders,https://s.research.com/images/a8bd642ded2365c88c3d85feecbd25642ff49fa1-65x65.jpeg,University of Amsterdam,Netherlands,74,45856,432
1279,24,David Harel,https://s.research.com/images/c509984d309207ca0b1cd44ce996bdc9c2bb4a0e-65x65.jpeg,Weizmann Institute of Science,Israel,74,45789,346
1280,688,Éva Tardos,https://s.research.com/images/8489a5fc44f4a3cfda3dc7ebe0506d8a1acb54e5-65x65.jpeg,Cornell University,United States,74,45575,220
1281,689,Chelsea Finn,https://s.research.com/images/0353d872309a71ec9882d1fbd478ae87f0632923-65x65.jpeg,Stanford University,United States,74,45175,228
1282,12,Robert P. W. Duin,https://s.research.com/images/083fe75089260b9cc5145898ee4c983379d89d17-65x65.jpeg,Delft University of Technology,Netherlands,74,45023,312
1283,8,Mitsuo Gen,https://s.research.com/images/6313b6406847cbfec42fc6b9e1f3b6098fd2c18f-65x65.jpeg,Tokyo University of Science,Japan,74,40703,545
1284,690,P. R. Kumar,https://s.research.com/images/a85f486cfeab67f2a800271c4f6358047cf8e958-65x65.jpeg,Texas A&M University,United States,74,40685,412
1285,691,Leslie Pack Kaelbling,https://s.research.com/images/7bfdd2f71f52215d608cbbd0969fb2c7f2c90cf8-65x65.jpeg,MIT,United States,74,39847,370
1286,18,Laurent D. Cohen,https://s.research.com/images/319820bcff04f0022fefc6777bd505f9d4cc526a-65x65.jpeg,Paris Dauphine University,France,74,37296,352
1287,52,Krishna P. Gummadi,https://s.research.com/images/e5a7cb10c74c03427bf92ed1bdb044ad4bd22d08-65x65.jpeg,Max Planck Institute for Software Systems,Germany,74,35791,225
1288,13,Andrew S. Tanenbaum,https://s.research.com/images/1cc53b0cb2beb9c200fb1b0161d5ff289720a2e0-65x65.jpeg,Vrije Universiteit Amsterdam,Netherlands,74,35559,323
1289,692,Jonathan S. Turner,https://s.research.com/images/7580c6eb9adf1a62e5e8f91ad662c9acf985d3bb-65x65.jpeg,Washington University in St. Louis,United States,74,34786,249
1290,693,Stefano Ermon,https://s.research.com/images/5bb0347cf0fb2029930f9b4851e42438355ee694-65x65.jpeg,Stanford University,United States,74,33174,337
1291,160,Yihong Gong,https://s.research.com/images/33ceb657c36bcd756c1763b1e6d2966748c58f03-65x65.jpeg,Xi'an Jiaotong University,China,74,31833,268
1292,16,Pierangela Samarati,https://s.research.com/images/4d621391b76d672b982f9f7e4e75a53f802514ff-65x65.png,University of Milan,Italy,74,30983,431
1293,25,Uriel Feige,https://s.research.com/images/6db769807213e420eb435f2253d21998ae41b559-65x65.gif,Weizmann Institute of Science,Israel,74,30379,249
1294,26,Danny Dolev,https://s.research.com/images/b754cd3fab9916dc0525a3d268f3df6160b7fb05-65x65.jpeg,Hebrew University of Jerusalem,Israel,74,30236,322
1295,694,Richard J. Lipton,https://s.research.com/images/b83c06bd0eb8d9d03089ec517b66184d659f81c0-65x65.gif,Georgia Institute of Technology,United States,74,29869,333
1296,36,Srdjan Capkun,https://s.research.com/images/54962679d5e92ad7d9d81675766503cb9e1a33ea-65x65.jpeg,ETH Zurich,Switzerland,74,29092,314
1297,695,Munindar P. Singh,https://s.research.com/images/bee5e63f727d800dcae4e108f8d9bfc9812435af-65x65.jpeg,North Carolina State University,United States,74,28778,645
1298,161,Hanqing Lu,https://s.research.com/images/67fa513cfc630ed69180853f728f8b480262441b-65x65.jpeg,Chinese Academy of Sciences,China,74,28385,633
1299,53,Joost-Pieter Katoen,https://s.research.com/images/1e00b52a683fd1877233646b22f91f697f56e4ff-65x65.jpeg,RWTH Aachen University,Germany,74,28167,478
1300,696,Ragunathan Rajkumar,https://s.research.com/images/383269a7a5790b6a9b4f7c78aa422f6e9f58cc57-65x65.jpeg,Carnegie Mellon University,United States,74,27747,298
1301,10,Luis Martínez,https://s.research.com/images/046613413afe250f1af61c513054203a3eaafba9-65x65.jpeg,University of Jaén,Spain,74,27628,379
1302,1,Laith Mohammad Abualigah,https://s.research.com/images/118858bc26bf8045862566e8a26d4377ac9ef222-65x65.png,Al al-Bayt University,Jordan,74,27594,480
1303,162,Deyu Meng,https://s.research.com/images/bc8c3f0003a2e5e2379eb459a48b22450d7c71c7-65x65.jpeg,Xi'an Jiaotong University,China,74,27530,304
1304,163,Shuguang Cui,https://s.research.com/images/64d5d791c378c14c2095b84eadcc423780813981-65x65.jpeg,"Chinese University of Hong Kong, Shenzhen",China,74,27249,409
1305,697,Xifeng Yan,https://s.research.com/images/2626b842d81d7a6e3b020a202508a6d566465a86-65x65.jpeg,"University of California, Santa Barbara",United States,74,26991,252
1306,23,Rui Zhang,https://s.research.com/images/bd45bf8a782db2aaaa7ed167e1d54f238c7bfed5-65x65.jpeg,National University of Singapore,Singapore,74,26164,1092
1307,77,Timothy M. Hospedales,https://s.research.com/images/4ced7e28e41602fcd35303201f1695cfa2ff2860-65x65.jpeg,University of Edinburgh,United Kingdom,74,25940,285
1308,54,Helmut Krcmar,https://s.research.com/images/649ebaf20c11a16f436d850e25ee2da1fe60e266-65x65.jpeg,Technical University of Munich,Germany,74,25696,1216
1309,164,Xiaofang Zhou,https://s.research.com/images/24ab601069281f49f0515b78baeb21d040718fc0-65x65.png,Hong Kong University of Science and Technology,China,74,24841,595
1310,698,Daniel L. Rubin,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Stanford University,United States,74,24722,433
1311,165,Junjie Yan,https://s.research.com/images/d7e10e38732fc0a63828a5008d36cabf11d400aa-65x65.jpeg,SenseTime,China,74,24691,174
1312,5,Ming-Syan Chen,https://s.research.com/images/3039e2dd1feff18d18a6d1050f7bec1611d420af-65x65.jpeg,National Taiwan University,Taiwan,74,24570,498
1313,166,Ruqiang Yan,https://s.research.com/images/c67baf42df444aa76d2188c3b1b850f25d0a65eb-65x65.jpeg,Xi'an Jiaotong University,China,74,24364,341
1314,699,Harpreet Sawhney,https://s.research.com/images/ae69a1fa940256604e54c541b3863384b4819fea-65x65.png,Microsoft (United States),United States,74,24171,213
1315,167,Jingyu Yang,https://s.research.com/images/4d090a8372e14b0a39bd763392a160a2c150587f-65x65.jpeg,Nanjing University of Science and Technology,China,74,23979,455
1316,34,Michael Rosemann,https://s.research.com/images/e55449a57aee70b37b2cb567a5e70c081e5abaa4-65x65.jpeg,Queensland University of Technology,Australia,74,23904,403
1317,3,Alan F. Smeaton,https://s.research.com/images/6c6a7bc97cf1196bcb1990a74f37964cb91e4bc7-65x65.jpeg,Dublin City University,Ireland,74,23800,770
1318,700,David C. Parkes,https://s.research.com/images/aab04a372abcefcd4ca62648769f27d635f643ef-65x65.jpeg,Harvard University,United States,74,23563,384
1319,701,Qiang Ji,https://s.research.com/images/659524ea632192db761aff462f313ca7438d0a67-65x65.jpeg,Rensselaer Polytechnic Institute,United States,74,23374,416
1320,702,Noah D. Goodman,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Stanford University,United States,74,23257,273
1321,24,Huazhu Fu,https://s.research.com/images/ef0dbba8373e9b1197de5110a27345431b1cf2c2-65x65.gif,"Agency for Science, Technology and Research",Singapore,74,22830,269
1322,78,Anima Anandkumar,https://s.research.com/images/9a6d4ede31b713149436b80e9af854796bd2db1d-65x65.jpeg,Nvidia (United Kingdom),United Kingdom,74,22764,361
1323,703,Norman Sadeh,https://s.research.com/images/47ce3123597f0546ecb646182797d1a3fdc1565b-65x65.jpeg,Carnegie Mellon University,United States,74,22292,246
1324,17,Fabio Casati,https://s.research.com/images/9e9bd281ca449b14bc81ec9bebbee48f45018712-65x65.jpeg,University of Trento,Italy,74,22118,400
1325,704,Insup Lee,https://s.research.com/images/6a9d9868ddd3c6a594c0a1d6816cc916b957d900-65x65.jpeg,University of Pennsylvania,United States,74,22062,634
1326,79,Kin K. Leung,https://s.research.com/images/b4053a94f87e03b7f3633516c3eb5a358d1ad58e-65x65.jpeg,Imperial College London,United Kingdom,74,21914,432
1327,168,Dimitris Papadias,https://s.research.com/images/0ca5a11bf32fdc3fca37c7956554055875d23148-65x65.jpeg,Hong Kong University of Science and Technology,China,74,21769,285
1328,705,Jean-Philippe Vasseur,https://s.research.com/images/a78ae3b87399b190d03ca1ceeeea809b85e8c17a-65x65.gif,Cisco Systems (United States),United States,74,21594,507
1329,169,Fei Wu,https://s.research.com/images/878de34ee6b12db61c3e62317bfdcaebe5bd6ec7-65x65.jpeg,Zhejiang University,China,74,21381,471
